onset	duration	trial_type	value	sample
4.041	4.0	right_hand	2	4041
14.081	4.0	left_hand	1	14081
24.121	4.0	right_hand	2	24121
34.161	4.0	left_hand	1	34161
40.401	4.0	left_hand	1	40401
45.201	4.0	right_hand	2	45201
49.721	4.0	left_hand	1	49721
54.921	4.0	right_hand	2	54921
59.441	4.0	right_hand	2	59441
64.361	4.0	left_hand	1	64361
71.321	4.0	left_hand	1	71321
79.961	4.0	right_hand	2	79961
85.201	4.0	left_hand	1	85201
95.081	4.0	right_hand	2	95081
100.321	4.0	left_hand	1	100321
108.841	4.0	right_hand	2	108841
116.441	4.0	left_hand	1	116441
125.641	4.0	right_hand	2	125641
131.481	4.0	left_hand	1	131481
141.521	4.0	right_hand	2	141521
151.161	4.0	left_hand	1	151161
160.321	4.0	right_hand	2	160321
165.761	4.0	left_hand	1	165761
175.801	4.0	right_hand	2	175801
180.641	2.799	right_hand	2	180641
